,Year,Age,Gender,City,Position,Years of experience,Current level,Current Salary,Main language at work,Company size,Company type
531,2020,32.0,Male,Berlin,Software Engineer,6,Middle,58000.0,German,1000+,Product
532,2020,37.0,Male,Berlin,QA Engineer,6,Middle,69200.0,English,101-1000,SaaS
533,2020,32.0,Male,Munich,Software Engineer,7,Senior,72000.0,English,11-50,Startup
534,2020,28.0,Male,Berlin,Technical account manager ,4,Key,57000.0,English,101-1000,Product
535,2020,35.0,Male,Munich,Software Engineer,16,Lead,84000.0,English,101-1000,Product
536,2020,26.0,Male,Berlin,Data Scientist,5,Middle,59000.0,English,101-1000,Startup
537,2020,32.0,Male,Berlin,Frontend Developer,7,Middle,68000.0,English,101-1000,Startup
538,2020,29.0,Male,Berlin,Data Engineer,5,Middle,68000.0,English,1000+,Startup
539,2020,36.0,Male,Berlin,Software Engineer,10,Senior,88000.0,German,1000+,Product
540,2020,26.0,Male,Berlin,Software Engineer,5,Middle,71000.0,English,1000+,Product
541,2020,28.0,Male,Berlin,Data Engineer,5,Middle,65000.0,English,101-1000,Product
542,2020,36.0,Male,Berlin,Data Scientist,5,Middle,50000.0,English,101-1000,Startup
543,2020,40.0,Male,Munich,Software Engineer,18,Senior,160000.0,German,up to 10,Consulting / Agency
544,2020,29.0,Male,Milan,Data Scientist,4,Middle,37500.0,Italian,101-1000,Consulting / Agency
545,2020,32.0,Male,Berlin,Software Engineer,10,Middle,65000.0,English,51-100,Startup
546,2020,28.0,Male,Munich,Software Engineer,5,Middle,56000.0,English,11-50,Startup
547,2020,27.0,Male,Berlin,DevOps,7,Senior,80000.0,English,101-1000,Startup
548,2020,33.0,Male,Berlin,Software Engineer,16,Senior,83000.0,English,1000+,Product
549,2020,34.0,Male,Munich,QA Engineer,5,Senior,76500.0,English,1000+,Product
550,2020,31.0,Male,Berlin,Frontend Developer,8,Senior,60000.0,English,11-50,Product
551,2020,31.0,Male,Munich,Frontend Developer,8,Senior,79000.0,English,1000+,Product
552,2020,31.0,Male,Berlin,Data Scientist,5,Middle,90000.0,English,101-1000,Product
553,2020,27.0,Male,Berlin,ML Engineer,6,Middle,82000.0,English,1000+,Product
554,2020,31.0,Male,Hamburg,Data Scientist,9,Middle,50000.0,German,up to 10,Product
555,2020,29.0,Male,Berlin,Backend Developer,10,Senior,78000.0,English,11-50,Startup
556,2020,39.0,Male,Berlin,Software Engineer,6,Senior,60000.0,English,101-1000,Product
557,2020,35.0,Male,Berlin,Frontend Developer,10,Senior,75000.0,English,1000+,Startup
558,2020,38.0,Male,Berlin,Tech Leader,24,Head,130000.0,English,101-1000,Product
559,2020,31.0,Male,Salzburg,Chief Research Officer,10,C-level executive manager,115000.0,English,51-100,Startup
560,2020,32.0,Male,Berlin,QA Engineer,7,Senior,65000.0,English,51-100,Startup
561,2020,35.0,Male,Berlin,SRE,10,Senior,75000.0,English,101-1000,Product
562,2020,28.0,Male,Rome,ML Engineer,2,Middle,36000.0,English,1000+,Product
563,2020,30.0,Female,Berlin,Data Scientist,6,Senior,76000.0,English,1000+,Product
564,2020,30.0,Male,Berlin,Data Engineer,5,Lead,90000.0,English,1000+,Product
565,2020,26.0,Male,Berlin,Data Engineer,2,Middle,54000.0,English,1000+,Product
566,2020,25.0,Male,Berlin,Data Engineer,3,Senior,65000.0,English,1000+,Product
567,2020,30.0,Male,Berlin,Product Manager,3,Junior,30000.0,English,11-50,Product
568,2020,27.0,Male,Berlin,DevOps,4,Middle,66000.0,English,101-1000,Consulting / Agency
569,2020,28.0,Male,Berlin,Product Manager,7,Head,60000.0,English,101-1000,Product
570,2020,22.0,Male,Berlin,Presales Engineer ,4,Middle,63000.0,English,101-1000,Startup
571,2020,37.0,Female,Berlin,Data Scientist,2,Middle,62000.0,German,101-1000,Publisher
572,2020,25.0,Male,Berlin,Data Scientist,1,Junior,51000.0,English,1000+,Product
573,2020,33.0,Male,Berlin,Backend Developer,11,Senior,154000.0,German,11-50,Startup
574,2020,38.0,Male,Berlin,Freelance AI lead / advisor,20,Head,200000.0,English,up to 10,Consulting / Agency
575,2020,31.0,Male,Berlin,Data Scientist,6,Senior,78000.0,English,1000+,E-commerce
576,2020,24.0,Male,Munich,Data Scientist,1,Junior,300000.0,English,101-1000,Startup
577,2020,28.0,Male,Berlin,DevOps,10,Lead,78000.0,English,101-1000,Product
578,2020,25.0,Male,Berlin,Software Engineer,5,Senior,57000.0,English,up to 10,Consulting / Agency
579,2020,26.0,Female,Berlin,Data Scientist,4,Middle,45000.0,English,101-1000,Startup
580,2020,29.0,Male,Berlin,Frontend Developer,3,Middle,43000.0,English,51-100,Product
581,2020,22.0,Female,Berlin,Business Development Manager Operations ,4,Middle,39000.0,English,1000+,Startup
582,2020,30.0,Male,Berlin,Frontend Developer,4,Senior,73000.0,English,101-1000,Product
583,2020,30.0,Male,Berlin,Frontend Developer,11,Senior,74000.0,English,1000+,Product
584,2020,28.0,Female,Amsterdam,Program Manager,10,Senior,86000.0,English,1000+,Product
585,2020,29.0,Male,Berlin,Frontend Developer,9,Senior,74000.0,English,1000+,Startup
586,2020,32.0,Male,Cologne,DevOps,10,Middle,55000.0,English,101-1000,Product
587,2020,36.0,Male,Berlin,Researcher,4,Middle,40000.0,English,up to 10,University
588,2020,32.0,Male,Hamburg,Product Manager,7,Senior,85000.0,English,101-1000,Product
589,2020,30.0,Female,Berlin,Software Engineer,4,Middle,56000.0,English,1000+,Product
590,2020,29.0,Male,Stuttgart ,Software Engineer,7,Middle,70000.0,English,51-100,Product
591,2020,32.0,Female,Berlin,QA Engineer,10,Middle,68000.0,English,1000+,Product
592,2020,34.0,Male,Berlin,QA Engineer,10,Senior,70000.0,English,1000+,Product
593,2020,30.0,Male,Berlin,Data Scientist,6,Senior,72000.0,English,1000+,Startup
594,2020,40.0,Male,Berlin,Engineering manager,15,Head,80000.0,English,1000+,Product
595,2020,35.0,Male,Berlin,Software Engineer,15,Principal,77000.0,English,1000+,Product
596,2020,31.0,Male,Berlin,Software Engineer,8,Senior,77000.0,English,1000+,Product
597,2020,38.0,Male,Berlin,Data Scientist,15,Senior,56000.0,English,11-50,Product
598,2020,39.0,Male,Hamburg,Data Scientist,10,Senior,80000.0,English,1000+,Energy 
599,2020,35.0,Male,Berlin,Backend Developer,13,Senior,90000.0,English,up to 10,Startup
600,2020,30.0,Female,Berlin,QA Engineer,5,Middle,54000.0,English,11-50,Product
601,2020,29.0,Female,Berlin,Data Scientist,0,intern,20000.0,English,1000+,Product
602,2020,36.0,Male,Berlin,Engineering Manager,18,Head,98000.0,English,1000+,Product
603,2020,41.0,Male,Berlin,Backend Developer,20,Senior,93000.0,English,1000+,Product
604,2020,41.0,Male,Berlin,Software Engineer,18,Lead,100000.0,English,51-100,Product
605,2020,28.0,Female,Berlin,Data Scientist,6,Senior,70000.0,English,1000+,Product
606,2020,33.0,Male,Berlin,Software Engineer,10,Lead,75000.0,English,101-1000,Startup
607,2020,31.0,Male,Munich,Software Engineer,3,Middle,63000.0,German,51-100,Product
608,2020,29.0,Male,Berlin,Backend Developer,5,Senior,70000.0,English,1000+,Product
609,2020,23.0,Male,Berlin,Backend Developer,3,Middle,80000.0,English,1000+,Product
610,2020,25.0,Male,Berlin,ML Engineer,4.5,Middle,75000.0,English,11-50,Startup
611,2020,34.0,Male,Berlin,QA Engineer,10,Lead,85000.0,English,101-1000,Startup
612,2020,45.0,Male,Berlin,Backend Developer,30,Senior,55000.0,English,11-50,Startup
613,2020,37.0,Male,Berlin,Embedded Software Engineer,15,Senior,78000.0,English,1000+,Product
614,2020,31.0,Male,Berlin,Software Engineer,9,Lead,99000.0,English,101-1000,Startup
615,2020,32.0,Male,Amsterdam,Backend Developer,15,Senior,90000.0,English,11-50,Product
616,2020,45.0,Female,Berlin,Product Manager,15,Lead,52000.0,English,11-50,Product
617,2020,42.0,Male,Wroclaw,Software Engineer,16,Senior,36000.0,English,1000+,Product
618,2020,23.0,Male,Berlin,Dana Analyst,4,Middle,45000.0,English,11-50,Product
619,2020,36.0,Male,Berlin,Backend Developer,14,Middle,75000.0,English,101-1000,Product
620,2020,40.0,Male,Karlsruhe,Team Manager,20,Lead,85000.0,English,1000+,Enterprise
621,2020,28.0,Male,Berlin,Backend Developer,7,Senior,95000.0,English,101-1000,Product
622,2020,35.0,Male,Frankfurt,Backend Developer,15,Senior,63000.0,German,51-100,Product
623,2020,37.0,Male,Berlin,Backend Developer,12,Senior,102000.0,English,101-1000,Startup
624,2020,33.0,Male,Berlin,Software Engineer,10,Lead,95000.0,English,1000+,Product
625,2020,33.0,Male,Berlin,Backend Developer,13,Senior,78600.0,English,101-1000,Product
626,2020,31.0,Male,Munich,Software Engineer,10,Lead,70000.0,English,101-1000,Product
627,2020,31.0,Male,Berlin,Software Engineer,4,Middle,67000.0,English,1000+,Product
628,2020,28.0,Male,Wolfsburg,Software Engineer,3,Middle,42000.0,English,101-1000,Consulting / Agency
629,2020,31.0,Male,Boeblingen,QA Engineer,6,Senior,53000.0,English,1000+,Consulting / Agency
630,2020,40.0,Male,Cupertino,Software Engineer,20,Lead,250000.0,English,1000+,Product
631,2020,25.0,Female,Frankfurt,Software Engineer,3,Middle,53000.0,German,1000+,Product
632,2020,35.0,Male,Berlin,Data Analyst,9,Senior,77000.0,German,101-1000,Startup
633,2020,35.0,Male,Berlin,Software Engineer,15,Senior,80000.0,English,11-50,Consulting / Agency
634,2020,41.0,Male,Berlin,DevOps,20,Senior,58800.0,German,1000+,Bloody enterprise
635,2020,33.0,Male,Berlin,DevOps,8,Senior,75000.0,English,1000+,service
636,2020,33.0,Male,Berlin,Data Engineer,13,Senior,85000.0,English,101-1000,Startup
637,2020,38.0,Male,Munich,Software Engineer,15,Senior,70000.0,English,11-50,Product
638,2020,35.0,Male,Berlin,Software Engineer,10,Senior,78000.0,German,up to 10,Product
639,2020,36.0,Female,Berlin,Data Scientist,5,Senior,75000.0,English,51-100,Startup
640,2020,49.0,Male,Munich,Software Engineer,27,Senior,57000.0,German,101-1000,Consulting / Agency
641,2020,32.0,Male,Berlin,Software Engineer,10,Lead,120000.0,Deuglisch,1000+,Concern
642,2020,32.0,Female,Berlin,Software Engineer,6,Lead,75000.0,English,101-1000,Startup
643,2020,27.0,Female,Berlin,Data Analyst ,1,Middle,63000.0,English,1000+,Product
644,2020,31.0,Male,Frankfurt,Data Scientist,6,Senior,60000.0,English,51-100,Consulting / Agency
645,2020,31.0,Male,Paris,Mobile Developer,8,Senior,60000.0,English,101-1000,Product
646,2020,28.0,Male,Cologne,Backend Developer,4,Middle,44000.0,German,101-1000,Product
647,2020,28.0,Female,Berlin,Frontend Developer,3,Middle,54500.0,English,101-1000,Product
648,2020,27.0,Male,Berlin,Software Engineer,2,Lead,90000.0,English,1000+,Product
649,2020,29.0,Male,Berlin,Frontend Developer,8,Head,82500.0,English,1000+,Product
650,2020,32.0,Female,Munich,Data Engineer,10,Middle,75000.0,English,11-50,Startup
651,2020,28.0,Male,Berlin,QA Engineer,5,Middle,60000.0,English,101-1000,Product
653,2020,38.0,Male,Dublin ,Mobile Developer,16,Senior,85000.0,English,101-1000,Product
654,2020,29.0,Male,Berlin,Data Engineer,3,Middle,54000.0,German,1000+,Utilities
655,2020,30.0,Male,Stockholm,Backend Developer,7,Senior,65000.0,English,1000+,Product
656,2020,33.0,Female,Berlin,Designer (UI/UX),6,Middle,42000.0,English,51-100,Product
657,2020,30.0,Male,Paderborn,Data Scientist,6,Junior,51000.0,German,101-1000,Product
658,2020,31.0,Male,Berlin,Product Manager,5,Lead,76000.0,English,51-100,Startup
659,2020,37.0,Male,Berlin,Mobile Developer,16,Senior,65000.0,English,101-1000,Product
660,2020,32.0,Male,Amsterdam,Mobile Developer,13,Senior,85000.0,English,1000+,Bank
661,2020,32.0,Female,Munich,QA Engineer,9,Middle,60000.0,German,101-1000,Product
662,2020,40.0,Male,Berlin,Product Manager,13,Head,90000.0,English,1000+,Product
663,2020,30.0,Male,Berlin,Software Engineer,7,Senior,86000.0,English,1000+,Product
664,2020,30.0,Male,Berlin,Software Engineer,8,Senior,60000.0,English,51-100,Product
665,2020,32.0,Male,Berlin,QA Engineer,10,Senior,81000.0,English,1000+,Product
666,2020,32.0,Male,Cologne,DevOps,7,Middle,60000.0,English,101-1000,Product
667,2020,34.0,Male,Munich,Software Engineer,12,Senior,74000.0,English,101-1000,Product
668,2020,43.0,Male,Cologne,Backend Developer,10,Senior,57600.0,German,101-1000,Product
669,2020,33.0,Male,Munich,Software Engineer,13,Senior,70000.0,English,101-1000,Startup
670,2020,28.0,Female,Munich,QA Engineer,8,Senior,75000.0,English,101-1000,Product
671,2020,33.0,Male,Hamburg,Software Engineer,11,Senior,65000.0,English,11-50,Product
672,2020,33.0,Male,Munich,Software Engineer,11,Lead,90000.0,English,1000+,Product
673,2020,51.0,Male,Berlin,Software Engineer,30,Senior,60000.0,German,1000+,Consulting / Agency
674,2020,35.0,Male,Berlin,Software Engineer,8,Senior,90000.0,English,1000+,Product
675,2020,35.0,Male,Berlin,Software Engineer,1,Junior,30000.0,German,up to 10,Product
676,2020,33.0,Male,Berlin,ML Engineer,10,Senior,90000.0,English,1000+,Product
677,2020,28.0,Male,Munich,Software Engineer,6,Middle,64000.0,English,101-1000,Product
678,2020,21.0,Female,Cologne,Mobile Developer,2,Middle,50000.0,,,
679,2020,25.0,Male,Berlin,Mobile Developer,2,Middle,44000.0,English,1000+,Product
680,2020,25.0,Female,Hamburg,working student (QA),1,Student,12000.0,English,1000+,Product
681,2020,32.0,Male,Berlin,Backend Developer,10,Lead,80000.0,English,51-100,Product
682,2020,32.0,Male,Berlin,Software Engineer,9,Lead,73000.0,English,101-1000,Product
683,2020,26.0,Male,Berlin,Architect ,9,Head,120000.0,English,1000+,Product
684,2020,25.0,Male,Berlin,Software Engineer,6,Senior,71750.0,English,1000+,Product
685,2020,27.0,Female,Berlin,Backend Developer,5,Middle,65000.0,English,51-100,Product
686,2020,28.0,Male,Frankfurt,Frontend Developer,7,Senior,80000.0,English,11-50,Startup
687,2020,32.0,Female,Munich,QA Engineer,8,Senior,60000.0,English,101-1000,Consulting / Agency
688,2020,28.0,Male,Karlsruhe,Backend Developer,7,Senior,66000.0,English,1000+,Product
689,2020,34.0,Male,Berlin,Frontend Developer,13,Lead,85000.0,English,101-1000,Product
690,2020,35.0,Male,Konstanz,Data Scientist,10,Middle,65000.0,English,51-100,Product
691,2020,38.0,Male,Berlin,Head of Engineering,20,Head,130000.0,English,1000+,Corporation
692,2020,33.0,Male,Berlin,Backend Developer,9,Senior,81900.0,English,1000+,Startup
693,2020,36.0,Male,Berlin,Product Manager,10,Senior,85000.0,English,1000+,Product
694,2020,31.0,Female,Ulm,QA Engineer,8,Middle,45000.0,English,101-1000,Product
695,2020,43.0,Male,Stuttgart,SAP Consultant,20,Senior,82000.0,German,1000+,Product
696,2020,38.0,Male,Berlin,Data Scientist,15,Head,100000.0,English,101-1000,Startup
697,2020,35.0,Male,Munich,DevOps,17,Lead,72000.0,English,1000+,Consulting / Agency
698,2020,33.0,Male,Düsseldorf ,Product Manager,6,Senior,70000.0,English,101-1000,Product
699,2020,33.0,Male,Düsseldorf ,Product Manager,6,Senior,70000.0,English,101-1000,Product
700,2020,32.0,Male,Berlin,DevOps,10,Middle,62000.0,English,101-1000,Product
701,2020,43.0,Male,Berlin,DevOps,21,Lead,83000.0,German,51-100,Startup
702,2020,37.0,Male,Stuttgart ,Backend Developer,,Senior,70000.0,,,
703,2020,37.0,Male,Berlin,Mobile Developer,17,Senior,77000.0,English,1000+,Product
704,2020,30.0,Male,Stuttgart,Software Engineer,8,Middle,71000.0,English,101-1000,Product
705,2020,29.0,Male,Berlin,Mobile Developer,5,Senior,65000.0,English,101-1000,Product
706,2020,41.0,Male,Berlin,Software Engineer,18,Senior,120000.0,English,up to 10,Startup
707,2020,38.0,Male,Stuttgart ,Backend Developer,4,Middle,43000.0,English,up to 10,Consulting / Agency
708,2020,32.5139802631579,Male,Frankfurt,Software Engineer,18,Senior,81000.0,English,1000+,Product
709,2020,29.0,Male,Düsseldorf,Frontend Developer,6,Middle,55000.0,German,11-50,Product
710,2020,35.0,Male,Berlin,QA Engineer,12,Senior,63000.0,English,101-1000,Product
711,2020,41.0,Male,Munich,Software Engineer,19,Senior,75000.0,English,101-1000,Product
712,2020,29.0,Male,Barcelona,Data Scientist,0,Junior,22000.0,English,51-100,Product
713,2020,26.0,Female,Dusseldorf,BI Consultant SAP/ Data Engineer,5,Middle,65000.0,German,up to 10,Startup
714,2020,32.0,Male,Paris,DevOps,12,Senior,62000.0,English,1000+,
715,2020,30.0,Male,Berlin,Data Engineer,6,Middle,65000.0,English,1000+,Product
716,2020,26.0,Male,London,DevOps,3,Middle,37000.0,English,51-100,Product
717,2020,35.0,Female,Munich,Backend Developer,4,Middle,51000.0,German,101-1000,Insurance
718,2020,47.0,Male,Bölingen,Software Engineer,25,"no idea, there are no ranges in the firm ",70000.0,German,11-50,Consulting / Agency
719,2020,33.0,Male,Berlin,Backend Developer,10,Head,93000.0,English,101-1000,Startup
720,2020,44.0,Male,Kyiv,Business Analyst,15,Head,60000.0,English,101-1000,Consulting / Agency
721,2020,40.0,M,Berlin,Backend Developer,13,Senior,72000.0,English,51-100,Startup
722,2020,32.0,Male,Berlin,Frontend Developer,13,Senior,70000.0,English,11-50,Product
723,2020,33.0,Male,Dusseldorf,Data Scientist,2,Lead,70000.0,English,1000+,Product
724,2020,32.0,Male,Munich,Frontend Developer,8,Senior,65000.0,English,1000+,Product
725,2020,26.0,Male,Berlin,Data Engineer,4,Middle,51000.0,English,11-50,Consulting / Agency
726,2020,32.5139802631579,Male,Berlin,DevOps,10,Senior,90000.0,English,1000+,Product
727,2020,22.0,Diverse,Cologne,QA Engineer,1,Head,159000.0,German,1000+,Product
728,2020,43.0,Male,Berlin,Engineering Manager,20,Lead,105000.0,English,1000+,Product
729,2020,33.0,Male,Munich,Software Engineer,11,Senior,80000.0,English,101-1000,Product
730,2020,35.0,Female,Frankfurt,Software Engineer,1,Junior,50000.0,German,51-100,Consulting / Agency
731,2020,28.0,Male,Munich,Frontend Developer,5,Middle,72000.0,German,11-50,Product
732,2020,36.0,Male,Munich,DevOps,16,Senior,105000.0,English,1000+,Product
733,2020,27.0,Male,Munich,Data Engineer,2,Junior,49000.0,German,11-50,Consulting / Agency
734,2020,36.0,Male,Berlin,Backend Developer,4,Middle,55000.0,English,101-1000,Product
735,2020,38.0,Male,Berlin,Backend Developer,5,Middle,66000.0,English,101-1000,Product
736,2020,28.0,Male,Berlin,Mobile Developer,6,Middle,85000.0,English,1000+,Product
737,2020,25.0,Male,Berlin,Mobile Developer,8,Senior,85000.0,English,51-100,Startup
738,2020,30.0,Male,Berlin,Frontend Developer,6,Senior,79000.0,English,1000+,Product
739,2020,42.0,Female,Berlin,QA Engineer,10,Middle,42000.0,English,11-50,Startup
740,2020,30.0,Male,Berlin,Backend Developer,8,Middle,74000.0,English,1000+,Product
741,2020,28.0,Male,Berlin,Backend Developer,8,Lead,67000.0,English,51-100,Startup
742,2020,32.0,Female,Berlin,DevOps,9,Middle,74000.0,English,101-1000,Product
743,2020,29.0,Male,Berlin,Frontend Developer,3,Middle,48000.0,English,51-100,Consulting / Agency
744,2020,30.0,Female,Karlsruhe,Product Manager,8,Middle,57760.0,English,11-50,Product
745,2020,35.0,Male,Berlin,Software Engineer,13,Lead,103000.0,English,101-1000,Startup
746,2020,33.0,Male,Berlin,Frontend Developer,10,Senior,74000.0,English,101-1000,Startup
747,2020,34.0,Male,Berlin,Backend Developer,13,Senior,70000.0,English,101-1000,Product
748,2020,25.0,Male,Berlin,Backend Developer,6,Senior,86000.0,English,101-1000,Startup
749,2020,42.0,Female,Berlin,QA Engineer,5,Middle,46000.0,English,51-100,Product
750,2020,25.0,Female,Tampere (Finland),computer vision researcher,3,Junior,23000.0,English,51-100,Science Institute 
751,2020,40.0,Male,Berlin,Backend Developer,14,Lead,135000.0,English,101-1000,Product
752,2020,33.0,Male,Heidelberg,Software Engineer,11,Senior,80000.0,English,101-1000,Research institute
753,2020,39.0,Male,Cologne,Teamlead,12,Head,75000.0,German,up to 10,Startup
754,2020,24.0,Male,Berlin,Software Engineer,2,Junior,50000.0,German,1000+,Product
755,2020,24.0,Female,Prague,Software Engineer,3,Middle,29000.0,English,11-50,Startup
756,2020,39.0,Male,Berlin,Engineering Manager,15,Lead,78000.0,German,101-1000,Product
757,2020,33.0,Male,Amsterdam,Backend Developer,8,Senior,75000.0,English,11-50,Product
758,2020,26.0,Male,Berlin,Backend Developer,2.5,Middle,60000.0,English,101-1000,Product
759,2020,29.0,Male,Berlin,Software Engineer,6,Middle,70000.0,English,1000+,Product
760,2020,29.0,Female,Berlin,Software Engineer,5,Middle,55000.0,English,11-50,Startup
761,2020,32.0,Male,Prague,Software Engineer,8,Senior,36000.0,Czech,1000+,Product
762,2020,34.0,Male,Hannover,Hardware Engineer,12,Senior,56000.0,English,up to 10,Product
763,2020,30.0,Male,Berlin,Backend Developer,9,Head,85000.0,English,51-100,Startup
764,2020,31.0,Male,Berlin,ML Engineer,7,Middle,80000.0,English,1000+,Product
765,2020,33.0,Male,Berlin,Mobile Developer,8,Senior,75000.0,English,1000+,Product
766,2020,31.0,Female,Berlin,Software Engineer,1,Junior,57000.0,English,1000+,Retail
767,2020,36.0,Male,Frankfurt,Software Engineer,16,Middle,65000.0,German,51-100,Consulting / Agency
768,2020,30.0,Male,Berlin,DevOps,7,Middle,80000.0,English,1000+,Startup
769,2020,30.0,Male,Berlin,Mobile Developer,8,Senior,60000.0,English,up to 10,Consulting / Agency
770,2020,27.0,Male,Bucharest,QA Engineer,1,Junior,11000.0,,,
771,2020,39.0,Male,Berlin,Software Engineer,19,Senior,87000.0,English,11-50,Startup
772,2020,30.0,Male,Munich,Software Engineer,10,Senior,79000.0,English,11-50,Product
773,2020,32.0,Male,Berlin,Software Engineer,11,Senior,100000.0,English,1000+,Product
774,2020,35.0,Male,Berlin,Backend Developer,12,Senior,54000.0,English,101-1000,Product
775,2020,34.0,Male,Berlin,Data Scientist,6,Senior,80000.0,English,1000+,Product
776,2020,26.0,Male,Berlin,Data Scientist,4,Middle,60000.0,English,1000+,Ecommerce
777,2020,29.0,Male,Helsinki,Mobile Developer,7,Senior,64000.0,English,51-100,Consulting / Agency
778,2020,42.0,Male,Berlin,Frontend Developer,18,Senior,850000.0,English,101-1000,Product
779,2020,31.0,Male,Berlin,Software Engineer,12,Senior,60000.0,English,1000+,Product
780,2020,30.0,Male,Berlin,Backend Developer,8,Senior,73000.0,English,51-100,Startup
781,2020,33.0,Male,Berlin,Software Engineer,10,Senior,80000.0,English,1000+,Product
782,2020,28.0,Male,Berlin,Data Engineer,6,Middle,83000.0,English,1000+,Product
783,2020,33.0,Male,Prague,Designer (UI/UX),7,Senior,42000.0,English,1000+,Product
784,2020,35.0,Male,Düsseldorf,Data Scientist,3,Middle,68000.0,English,51-100,E-Commerce
785,2020,35.0,Male,Berlin,Consultant,16,Senior,100000.0,English,1000+,Product
786,2020,31.0,Male,Berlin,Software Engineer,8,Senior,80000.0,English,1000+,Product
787,2020,32.0,Male,Siegen,Software Engineer,13,Junior,48000.0,English,51-100,Product
788,2020,38.0,Male,Berlin,Software Engineer,15,Senior,75000.0,English,101-1000,Product
789,2020,29.0,Male,Berlin,Engineering Manager,9,Lead,85000.0,English,101-1000,Product
790,2020,33.0,Male,Berlin,Backend Developer,13,Senior,110000.0,English,101-1000,Product
791,2020,30.0,Male,Berlin,DevOps,7,Senior,70000.0,English,101-1000,Product
792,2020,28.0,Male,Berlin,Fullstack Developer,6,Senior,75000.0,English,11-50,Startup
793,2020,32.0,Male,Berlin,Senior Data Engineer,9,Senior,90000.0,English,51-100,Startup
794,2020,39.0,Male,Berlin,Frontend Developer,10,Senior,85000.0,English,101-1000,Product
795,2020,31.0,Male,Minsk,Frontend Developer,6,Senior,110000.0,English,11-50,Product
796,2020,33.0,Male,Berlin,Software Engineer,10,Senior,110000.0,English,101-1000,Product
797,2020,30.0,Male,Berlin,QA Engineer,8,Senior,68000.0,English,51-100,Startup
798,2020,39.0,Female,Munich,DevOps,11,Lead,93000.0,German,1000+,Product
799,2020,30.0,Female,Düsseldorf ,Analyst,2,Junior,45000.0,English,1000+,Product
800,2020,37.0,Male,Munich,Software Engineer,15,Senior,80000.0,German,51-100,Consulting / Agency
801,2020,42.0,Male,Berlin,Software Engineer,20,Senior,65000.0,English,101-1000,Startup
802,2020,28.0,Male,Munich,IT Manager,6,Middle,65000.0,English,51-100,Consulting / Agency
803,2020,31.0,Male,Nuremberg,QA Engineer,9,Middle,60000.0,English,1000+,Product
804,2020,20.0,Male,Berlin,Mobile Developer,5,Lead,240000.0,English,1000+,Product
805,2020,34.0,Female,Berlin,QA Engineer,1 (as QA Engineer) / 11 in total,Senior,60000.0,German,1000+,Product
806,2020,38.0,Male,Berlin,Head of IT ,15,Head,80000.0,English,101-1000,Product
807,2020,35.0,Male,Berlin,Engineering Manager,20,Lead,85000.0,English,11-50,Product
808,2020,31.0,Male,Munich,Software Engineer,14,Senior,75000.0,English,101-1000,Consulting / Agency
809,2020,37.0,Male,Berlin,Software Engineer,11,Senior,73000.0,English,101-1000,Product
810,2020,37.0,Male,Berlin,Backend Developer,12,Lead,90000.0,English,11-50,Product
811,2020,34.0,Male,Berlin,Mobile Developer,9,Senior,80000.0,English,1000+,Product
812,2020,25.0,Male,Marseille,Data Scientist,1,Junior,42000.0,English,up to 10,Startup
813,2020,42.0,Male,Friedrichshafen,Software Engineer,20,Senior,70000.0,English,101-1000,Product
814,2020,35.0,Female,Berlin,Product Manager,13,Senior,85000.0,English,101-1000,Product
815,2020,37.0,Male,Berlin,QA Engineer,8,Middle,54000.0,German,101-1000,Product
816,2020,33.0,Female,Berlin,Data Scientist,8,Senior,77000.0,English,1000+,Product
817,2020,26.0,Female,Moscow,Frontend Developer,6,Senior,33000.0,Russian,101-1000,Product
818,2020,46.0,Male,Stuttgart,Software Engineer,13,Middle,70000.0,English,1000+,Product
819,2020,30.0,Male,Berlin,DevOps,11,Senior,80000.0,English,101-1000,Product
820,2020,34.0,Male,Berlin,Lead Software Developer,13,Lead,65000.0,English,51-100,Product
821,2020,35.0,Male,Berlin,Software Engineer,15,Senior,85000.0,English,11-50,Product
822,2020,27.0,Male,Berlin,Backend Developer,4,Senior,70000.0,English,11-50,Startup
823,2020,31.0,Male,Berlin,Software Engineer,7,Lead,80000.0,English,1000+,Product
824,2020,24.0,Male,Berlin,Software Engineer,2,Junior,60000.0,German,up to 10,Consulting / Agency
825,2020,28.0,Male,Berlin,Data Engineer,7,Senior,90000.0,English,101-1000,Startup
826,2020,42.0,Male,Berlin,Backend Developer,18,Middle,53000.0,English,11-50,Product
827,2020,27.0,Male,Berlin,Data Scientist,5,Middle,55000.0,English,51-100,Product
828,2020,30.0,Male,Hannover,Software Engineer,5,Middle,45000.0,English,up to 10,Startup
829,2020,32.5139802631579,Male,Berlin,data engineer,11,Middle,68000.0,English,1000+,Product
830,2020,26.0,Male,Berlin,Software Engineer,2,Middle,58000.0,English,1000+,Consulting / Agency
831,2020,37.0,Male,Walldorf,ML Engineer,15,Lead,80000.0,English,1000+,Product
832,2020,32.5139802631579,Male,Hamburg,Software Engineer,12,Senior,80000.0,German,,Consulting / Agency
833,2020,39.0,Male,Munich,Software Engineer,8,Senior,130000.0,English,1000+,Product
834,2020,26.0,Female,Berlin,Tech recruiting,"2,5",Middle,40000.0,English,101-1000,Product
835,2020,30.0,Male,Hamburg,Data Scientist,5,Head,80000.0,English,11-50,Startup
836,2020,44.0,Male,Frankfurt,Software Engineer,10,Senior,75000.0,Russian,101-1000,Product
